,OV_CONTROL_1,OV_CONTROL_2,OV_RCCD1OE_1,OV_RCCD1OE_1,BR_CONTROL_1,BR_CONTROL_1,BR_RCCD1OE_1,BR_RCCD1OE_2,BR_CONTROL_3,BR_CONTROL_4,BR_RCCD1OE_3,BR_RCCD1OE_4
ENSG00000011007.12_TCEB3,2324,2948,2815,2195,5314,4221,5149,4564,4378,3811,3390,4059
ENSG00000011009.10_LYPLA2,2420,3156,3519,1852,4226,2768,2719,1868,2643,2420,2243,2613
ENSG00000011021.21_CLCN6,445,596,1575,1097,808,653,1115,1023,456,449,408,474
ENSG00000011028.13_MRC2,8509,12536,13787,7146,1380,922,1409,930,324,295,493,511
ENSG00000011052.21_NME2,117.97,558.42,184.28,305.33,1452.6,1170.01,1595.54,893.67,2410.17,2019.92,1414.78,983.69
ENSG00000011083.8_SLC6A7,0,0,0,0,2,5,1,2,2,0,0,1
ENSG00000011105.11_TSPAN9,1153,1359,1115,755,870,395,404,410,491,411,491,707
ENSG00000011114.14_BTBD7,1543,1878,1968,1714,1272,1159,1339,1088,1342,1176,1094,1301
ENSG00000011132.11_APBA3,213,256,651,303,390,287,393,249,564,447,381,352
ENSG00000011143.16_MKS1,164,225,218,113,700,403,476,387,420,371,307,481
ENSG00000011198.7_ABHD5,1008,1116,963,890,643,510,508,426,694,635,572,818
ENSG00000011201.10_ANOS1,5052,6564,8295,7071,4,4,12,3,3,4,3,7
ENSG00000011243.17_AKAP8L,955,1281,3089,2095,2729,1842,2680,2181,2090,1964,1840,1930
ENSG00000011258.15_MBTD1,401,499,675,655,630,517,633,669,601,524,469,569
ENSG00000011260.13_UTP18,832,931,849,834,2272,1494,1469,1283,1980,1652,1573,2552
ENSG00000011275.18_RNF216,2193,2663,3218,2395,2800,2020,2677,2219,2964,2619,2349,2876
ENSG00000011295.15_TTC19,2266,2549,1928,1657,1944,1656,1537,1229,1597.94,1412,1378,1864
ENSG00000011304.16_PTBP1,5135,6454,8602,5210,11778,7652,11261,8027,9879,9354,8558,8174
ENSG00000011332.19_DPF1,44,49,61,40,119,82,170,138,91,66,92,99
ENSG00000011347.9_SYT7,10,15,11,0,135,107,131,111,232,277,175,167
ENSG00000011376.9_LARS2,1049,1337,1493,1078,2225,1628,1605,1384,2229,1897,1727,2354
ENSG00000011405.13_PIK3C2A,4843,6145,6633,6863,2455,2205,2611,2165,3212,2384,2271,2807
ENSG00000011422.11_PLAUR,4673,5611,1962,1286,1559,1010,1235,985,1661,1636,1572,1894
ENSG00000011426.10_ANLN,6555,7835,9813,10343,13214,12780,15265,13451,16675,12389,12579,14074
ENSG00000011451.17_WIZ,1366,1940,2984,1396,2116,1606,2058,1479,2331,2109,1783,1395
ENSG00000011454.16_RABGAP1,2094,2508,3204,2731,2385,2125,2294,1910,3083,2694,2699,3191
ENSG00000011465.16_DCN,1,2,2,4,4821,3907,2728,2540,228,165,630,903
ENSG00000011478.11_QPCTL,192,222,403,218,657,379,506,462,352,327,323,427
ENSG00000011485.14_PPP5C,2366,2960,3513,2362,4472,2946,3931,3160,4015,3667,3379,3755
ENSG00000011523.13_CEP68,526,726,558,396,730,537.36,537,485,870,768,562,764
ENSG00000011566.14_MAP4K3,2154,2566,2461,2237,1317,1295,1110,981,1744,1416,1161,1445
ENSG00000011590.13_ZBTB32,2,5,0,0,2,5,10,4,10,1,4,9
ENSG00000011600.11_TYROBP,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000011638.10_TMEM159,82,93,152,123,651,448,445,351,501,466,415,683
ENSG00000011677.12_GABRA3,205,302,111,87,546,501,829,768,66,57,129,186
ENSG00000012048.19_BRCA1,471,591,665,743,2406,2161,2683,2400,3319,2621,2731,3254
ENSG00000012061.15_ERCC1,2312.64,2426.07,3124.9,1955.89,3306.13,2430.61,2866.36,2011.15,3314.13,3078.17,2594.36,3000.75
ENSG00000012124.14_CD22,5,3,1,1,148,112,92,63,61,56,74,124
ENSG00000012171.17_SEMA3B,1115,1628,2687,1371,1505,902,1215,897,1017,881,884,1064
ENSG00000012174.11_MBTPS2,3156.2,3449.45,3454.44,2971.79,1181.31,1013.59,989.02,785.38,1246.61,970.27,934.27,1244.63
ENSG00000012211.12_PRICKLE3,670,749,1169,708,329,204,338,212,319,278,263,255
ENSG00000012223.12_LTF,213,266,397,278,0,0,0,0,1,1,0,0
ENSG00000012232.8_EXTL3,2426,2867,2982,2086,1837,1217,1314,1080,1989,1691,1401,1864
ENSG00000012504.13_NR1H4,2,1,0,2,0,0,0,0,0,0,0,0
ENSG00000012660.13_ELOVL5,4900,5827,4943,4673,11011,9051,12467,10296,7614,6405,7246,8397
ENSG00000012779.10_ALOX5,118,171,638,382,79,65,26,38,2,6,7,4
ENSG00000012817.15_KDM5D,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000012822.15_CALCOCO1,4579,5806,5095,3339,1994,1454,1859,1426,985,783,731,844
ENSG00000012963.13_UBR7,1513,1821,1689,1565,1821,1486,2035,1777,2048,1763,1758,2136.65
ENSG00000012983.11_MAP4K5,4350,5143,4733,4597,2340,2297,2210,1778,2845,2298,2067,2227
ENSG00000013016.14_EHD3,1258,1562,2548,1708,1263,1058,1018,761,898,773,688,902
ENSG00000013275.7_PSMC4,2405,2672,3470,2372,5947,4328,5414,4563,5132,4941,4908,6088
ENSG00000013288.8_MAN2B2,1751,2313,3783,2221,1487,1047,1265,865,1279,1242,1203,1044
ENSG00000013293.5_SLC7A14,0,2,15,22,0,0,0,1,0,2,0,0
ENSG00000013297.10_CLDN11,6022,6497,8285,6277,12,11,15,8,8,2,6,17
ENSG00000013306.15_SLC25A39,3497,4497,5182,2697,7671,4894,5693,4036,8748,7825,6464,7280
ENSG00000013364.18_MVP,6151,8570,8540,4905,10901,5886,5447,3743,6447,5917,5411,6414
ENSG00000013374.15_NUB1,4553.95,5236.99,7849.86,6949.99,4474.98,4241.99,3613.97,2952.98,4749.98,4142.99,3814.98,3767.97
ENSG00000013375.15_PGM3,3379.05,4035.67,4756.05,4581.96,2741.34,2317.24,2156.52,1844.6,2429.64,1753.37,1905.51,2824.54
ENSG00000013392.7_RWDD2A,422,513,676,628,256,238,226,191,221,150,140,210
ENSG00000013441.15_CLK1,1053,1419,2637,2481,2313,1916,2137,1995,2893,1814,1705,2242
ENSG00000013503.9_POLR3B,741,851,1014,948,864,784,744,621,988,841,777,877
ENSG00000013523.9_ANGEL1,390.42,408.14,836.03,631.44,1626.79,1191.4,1574.59,1295.1,2002.34,1725.61,1534.34,2041.4
ENSG00000013561.17_RNF14,3204,3438,2799,2567,3874,2934,2438,2075,3601,2748,2742,3486
ENSG00000013563.13_DNASE1L1,852.08,960.08,1193.86,764.27,1557.09,867.21,924.15,621.78,417.41,360,424,614.74
ENSG00000013573.16_DDX11,641,910,1540,1109,1816,1133,1679,1532,1367,1235,1152,1624
ENSG00000013583.8_HEBP1,649,716,823,636,595,409,405,377,519,457,390,637
ENSG00000013588.5_GPRC5A,7047,8265,16075,12836,22159,16434,14205,11948,21404,20645,23290,29381
ENSG00000013619.13_MAMLD1,450,639,383,204,293,269,443,279,153,167,194,169
ENSG00000013725.14_CD6,0,0,0,0,0,2,0,0,2,6,2,2
ENSG00000013810.18_TACC3,1150,1481,2796,1862,3478,2106,3683,2909,2612,2200,2042,2397
ENSG00000014123.9_UFL1,1502,1766,1253,1256,2350,2424,2284,2060,2917,2048,2044,2269
ENSG00000014138.8_POLA2,580,726,1269,989,1014,724,1097,889,948,855,855,1090
ENSG00000014164.6_ZC3H3,247,355,504,198,1155,742,1159,710,1113,1116,983,827
ENSG00000014216.15_CAPN1,7773,9924,13574,7458,7873,4999,4837,3439,8678,8126,6367,6915
ENSG00000014257.15_ACPP,1,0,2,0,35,14,16,20,73,68,34,35
ENSG00000014641.17_MDH1,4114,4062,4136,3808,10281,6101.99,4853.99,4249,6560,4774.99,4612,8873
ENSG00000014824.13_SLC30A9,3302,3736,3116,3026,3028,2691,2129,1899,3538,2313,2345,2782
ENSG00000014914.19_MTMR11,389,547,801,666,223,159,172,173,250,260,208,275
ENSG00000014919.12_COX15,587,709,1214,1049,2237,1535,1777,1599,1964,1713,1591,2429
ENSG00000015133.18_CCDC88C,297,451,470,280,664,505,517,423,997,851,658,570
ENSG00000015153.14_YAF2,693,712,701,630,243,254,291,252,400,309,300,335
ENSG00000015171.18_ZMYND11,3986,4879,3917,3524,1833,1634,1831,1564,2083,1764,1549,1648
ENSG00000015285.10_WAS,3,6,9,2,9,19,15,19,8,2,1,6
ENSG00000015413.9_DPEP1,0,1,0,0,7,1,2,0,10,6,3,2
ENSG00000015475.18_BID,801,877,994,796,2186,1576,1244,920,2448,1938,1492,1743
ENSG00000015479.17_MATR3,14154.3,16448.06,13898.59,13169.02,14288.44,12429.04,11146.4,10224.96,26153.35,17156.37,14545.66,16855.74
ENSG00000015520.14_NPC1L1,1,0,0,0,3,3,6,5,3,1,0,1
ENSG00000015532.9_XYLT2,1129,1608,2358,1152,785,466,628,463,1014,888,729,744
ENSG00000015568.12_RGPD5,690.49,1363.21,705.11,633.61,229.59,385.84,166.84,365.88,258.91,569.45,135.74,478.82
ENSG00000015592.16_STMN4,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000015676.17_NUDCD3,2840,3352,4068,2817,5438,3686,3833,3261,5330,4951,4372,6085
ENSG00000016082.14_ISL1,160,161,245,235,25,15,18,19,24,22,25,25
ENSG00000016391.10_CHDH,17.63,9.97,40.94,25.89,78,58,51,51,208,204,170,229
ENSG00000016402.12_IL20RA,41,41,57,52,26,10,8,10,143,99,85,108
ENSG00000016490.15_CLCA1,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000016602.9_CLCA4,0,0,0,0,0,0,0,0,8,6,3,1
ENSG00000016864.16_GLT8D1,1346.22,1663,1829,1696,1363,1036,1102,1032,860,671,777,1080
ENSG00000017260.19_ATP2C1,7022.48,8498.56,9495.01,9208.27,4182.38,3087,3734.36,3277.38,6288.83,5211.61,4174.51,5816.72
ENSG00000017427.15_IGF1,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000017483.14_SLC38A5,242,294,2480,1565,4,3,7,7,1,8,1,2
ENSG00000017797.11_RALBP1,2983,3453,3900,3205,3794,3291,2998,2544,4056,3426,3242,3242
ENSG00000018189.12_RUFY3,632,720,737,734,240,208,262,237,327,224,219,275
ENSG00000018236.14_CNTN1,2766,2983,2495,2449,226,157,72,42,276,242,146,199
ENSG00000018280.16_SLC11A1,0,2,2,4,18,1,12,19,8,8,4,4
ENSG00000018408.14_WWTR1,3078,3636,2144,1803,1957,1967.02,2669,2272,4642.02,3953,3156,3087
ENSG00000018510.12_AGPS,5175,5942,4457,4417,3831,3361,3241,2810,4532,3263,3288,4118
ENSG00000018610.13_CXorf56,633,808,646,580,616,500,494,429,836,609,534,625
ENSG00000018625.14_ATP1A2,3,6,6,3,2,2,4,1,0,0,1,0
ENSG00000018699.11_TTC27,1116,1209,1153,1133,1092,949,871,751,1369,1119,1032,1191
ENSG00000018869.16_ZNF582,74,72,84,81,0,0,0,0,0,0,0,0
ENSG00000019102.11_VSIG2,0,0,0,0,0,0,1,0,0,0,2,2
ENSG00000019144.16_PHLDB1,7633,10105.32,8454.03,5321,3106,2344,3612.57,2703.01,1832,1600.6,1572,1663.08
ENSG00000019169.10_MARCO,0,1,0,0,18,14,16,15,79,68,52,35
ENSG00000019186.9_CYP24A1,117,153,358,260,5,2,3,0,17,9,9,9
ENSG00000019485.12_PRDM11,223,284,288,228,175,125,140,103,156,143,178,165
ENSG00000019505.7_SYT13,0,0,1,0,4,2,0,0,0,0,0,0
ENSG00000019549.8_SNAI2,1434,1654,2333,1909,3338,3620,4469,3784,5700,4764,4299,4143
ENSG00000019582.14_CD74,5589,7541,14898,8007,12,4,12,5,2,10,2,5
ENSG00000019991.15_HGF,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000019995.6_ZRANB1,1082.93,1238.98,1971.94,1739.24,1295.96,1104.8,1337.41,1087.95,1287.02,1142.88,990.2,1157.58
ENSG00000020129.15_NCDN,767,1070,1058,519,2184,1472,1556,1122,1804,1559,1334,1448
ENSG00000020181.17_ADGRA2,188.16,293.97,252.98,150.31,41.64,26.23,29.82,29.59,27.77,23.83,12.46,13.94
ENSG00000020256.19_ZFP64,677,884,1504,1011,1881,1385,1658,1255,2608,2323,1809,1869
ENSG00000020426.10_MNAT1,1280,1221,1067,1089,1195,1210,838,697,1793,1169,1134,1210
ENSG00000020577.13_SAMD4A,3693,4682,3575,2624,2729,2038,2208,1833,1472,1320,1527,1854
ENSG00000020633.18_RUNX3,0,0,4,1,517,438,577,431,286,316,251,262
ENSG00000020922.12_MRE11A,687,888,859,824,1114,897,1139,949,1136,883,893,1004
ENSG00000021300.13_PLEKHB1,58,61,188,96,2,1,0,0,3,1,3,0
ENSG00000021355.12_SERPINB1,1016,1172,1328,1095,1418,1233,1080,881,1538,1416,1171,1510
ENSG00000021461.16_CYP3A43,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000021488.12_SLC7A9,0,1,2,0,1,2,4,8,1,0,0,1
ENSG00000021574.11_SPAST,665,728,862,841,799,686,817,688,940,678,675,757
ENSG00000021645.17_NRXN3,929,1186,1966,1560,3,8,4,4,0,1,4,5
ENSG00000021762.19_OSBPL5,506,659,558,318,2331,1279,1793,1248,1415,1383,1122,1094
ENSG00000021776.10_AQR,2471,2933,2846,2762,3345,3039,3594,3088,3477,3007,3193,3490
ENSG00000021826.14_CPS1,296,330,157,124,1387,1100,1224,987,691,632,651,866
ENSG00000021852.12_C8B,0,0,0,2,0,0,0,0,2,0,0,0
ENSG00000022267.16_FHL1,3657,3914,5658,4528,141,124,121,99,23,39,46,67
ENSG00000022277.12_RTFDC1,2930,3290,3055,2405,5957.63,4217,4237.86,3559,5750,4811.05,4521,5886
ENSG00000022355.14_GABRA1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000022556.15_NLRP2,1119,1359,1822,1453,1327,901,949,835,1559,1374,1175,1509
ENSG00000022567.9_SLC45A4,185,265,232,162,451,276,398,277,610,524,371,404
ENSG00000022840.15_RNF10,3665,4497,6502,5096,3626,2377,2929,2431,2654,2498,2262,3225
ENSG00000022976.15_ZNF839,234.95,266.14,274.12,218.27,629.05,427.37,611.41,591.71,472.8,393.62,389.11,414.9
ENSG00000023041.11_ZDHHC6,778,870,920,900,2115,1953,2300,2078,2046,1755,2019,2276
ENSG00000023171.14_GRAMD1B,461,632,1039,731,214,168,251,247,354,341,296,403
ENSG00000023191.16_RNH1,2497,3136,4346,1906,3887,2293,2390,1555,3159,2715,2567,2468
ENSG00000023228.13_NDUFS1,4132,4952,4750,4213,5687,4683,4496,3826,4799,3869,3849,5123
ENSG00000023287.12_RB1CC1,2300,2642,3025,3127,5983,5175,4657,4172,9119,6564,5656,6436
ENSG00000023318.7_ERP44,2440,2979,2885,2846,6041,5567,5529,4442,7269,5992,5938,6093
ENSG00000023330.14_ALAS1,2358,2794,3247,2429,2146,1588,1953,1611,1991,1807,1514,2009
ENSG00000023445.13_BIRC3,4557,5112,4544,5006,1438,1400,831,726,1625,1045,1086,1336
ENSG00000023516.8_AKAP11,1831,2309,1980,1997,2386,2040,2405,2055,2609,2104,2174,2792
ENSG00000023572.8_GLRX2,300,252,288,268,536,439,378,318,565,454,470,622
ENSG00000023608.4_SNAPC1,2639,2968,2964,2974,1912,1740,1667,1549,1844,1374,1388,1548
ENSG00000023697.12_DERA,1266,1320,1211,1153,1281,1097,912,755,1253,961,824,1025
ENSG00000023734.10_STRAP,4426,4805,4479,3678,5143,3821,4481,3681,4660,4052,3776,4473
ENSG00000023839.10_ABCC2,53,53,138,110,7814,5707,7709,6982,4600,3786,4000,5910
ENSG00000023892.10_DEF6,42,54,78,41,523,289,405,311,502,477,317,385
ENSG00000023902.13_PLEKHO1,2124,2454,2793,1685,276,143,241,194,298,240,174,268
ENSG00000023909.9_GCLM,1800,1992,1676,1946,2672,2356,2690,2442,3688,2900,2416,3092
ENSG00000024048.10_UBR2,1322,1691,2027,1785,2114,1677,1905,1699,1972,1739,1710,2224
ENSG00000024422.11_EHD2,4023,5111,4847,3066,3614,3429,5403,3787,4384,4388,4248,3292
ENSG00000024526.16_DEPDC1,325,371,746,726,1275,1050,1604,1404,1085,804,728,873
ENSG00000024862.16_CCDC28A,161,233,209,197,455,356,306,296,365,323,239,414
ENSG00000025039.14_RRAGD,513,447,111,137,379,315,221,177,215,166,185,251
ENSG00000025156.12_HSF2,497,553,1026,976,1004,934,799,746,1183,848,840,1042
ENSG00000025293.15_PHF20,1152,1392,1466,1313,4723,3661,3397,2988,3477,2802,2851,3653
ENSG00000025423.11_HSD17B6,44,62,31,24,115,79,82,66,98,83,57,91
ENSG00000025434.18_NR1H3,53,87,172,110,506,329,424,339,351,303,270,359
ENSG00000025708.12_TYMP,4,7,23,17,938.3,475.87,332.69,251,631,614.46,577.46,642
ENSG00000025770.18_NCAPH2,642,761,921,528,1039,520,714,570,743,682,544,860
ENSG00000025772.7_TOMM34,2307,2571,2446,1748,3992,4008,5219,4475,5167,4806,4413,4854
ENSG00000025796.13_SEC63,4279,5239,4896,4686,5065,5557,5348,4654,5778,4659,4470,4662
ENSG00000025800.13_KPNA6,3466,4012,5149,4045,5901,4852,4813,4161,3707,3196,3145,3898
ENSG00000026025.13_VIM,50863,63269,55106,43442,48416,36882,45068,37087,21934,18403,23557,27674
ENSG00000026036.20_RTEL1-TNFRSF6B,25.26,64.81,168.38,99.48,262.48,333.21,421.13,359.14,268.34,379.92,272.51,237.6
ENSG00000026103.19_FAS,1440.65,1669.05,1960.16,1838.91,2830.66,2340.28,2029.8,1803.48,3006.45,2197.16,2039.86,2718.1
ENSG00000026297.15_RNASET2,177,151,135,111,720.24,488.55,577.68,462.51,507,444,340.24,471.77
ENSG00000026508.16_CD44,14366,17006,14509,12389,17874,16112,19904,16088,20238,17458,18451,19330
ENSG00000026559.13_KCNG1,12,6,2,0,319,200,256,171,135,148,81,70
ENSG00000026652.13_AGPAT4,1506,1851,4036,3296,410,273,404,394,146,148,141,221
ENSG00000026751.16_SLAMF7,941,1083,1703,1325,21,31,6,4,27,18,15,22
ENSG00000026950.16_BTN3A1,1180.42,1368.99,2656.92,2116.15,407.86,340.59,320.24,280.87,269.77,275.41,194.78,282.94
ENSG00000027001.9_MIPEP,906,956,758,650,1167,972,976,882,1437,1202,1144,1487
ENSG00000027075.13_PRKCH,225.15,243.4,387.65,373.47,562,473,426.97,351.07,493,404.36,338,370
ENSG00000027644.4_INSRR,0,0,0,0,2,1,0,0,0,0,1,1
ENSG00000027697.12_IFNGR1,2897,2932,3186,3061,6990,5834,4011,3488,4768,3375,3560,4553
ENSG00000027847.13_B4GALT7,823,1108,1142,614,1227,664,799,567,1061,935,749,962
ENSG00000027869.11_SH2D2A,4,6,2,0,136,112,116,81,187,147,183,182
ENSG00000028116.16_VRK2,653.32,681.83,834.72,769.89,929.13,715.8,518.61,508.02,1153.53,915.08,718.67,804.53
ENSG00000028137.16_TNFRSF1B,11,10,25,26,2,6,1,1,1,2,0,4
ENSG00000028203.17_VEZT,3485,4170,4015,3766,1680,1675,1299,1083,2921,2171,2095,2553
ENSG00000028277.20_POU2F2,24,54,74,47,17,16,7,10,11,12,14,9
ENSG00000028310.17_BRD9,1231,1595,1408,1042,2205.03,1474.05,2137.18,1840.11,1134.29,870,926,1121
ENSG00000028528.14_SNX1,3597,4279,4588,3427,3451,2651,3315,2898,2664,2241,2453,2992
ENSG00000028839.9_TBPL1,656.36,752.4,1355.41,1329.35,799.65,642.45,636.62,480.91,1034.53,810.18,659.62,894.01
ENSG00000029153.14_ARNTL2,3067,3659,2521,2501,842,627,478,395,1938,1389,1242,1597
ENSG00000029363.15_BCLAF1,7139,9136,8088,8131,9580,9373,10354,8842,8329,6474,6868,7360
ENSG00000029364.11_SLC39A9,2023.01,2471,2756.92,2293,5125.01,4504,4348.03,3916.01,4810.01,4141,4209,5170.04
ENSG00000029534.19_ANK1,484,711,5376,3658,456,232,329,271,179,156,137,147
ENSG00000029559.6_IBSP,2,0,0,1,0,0,0,0,0,0,0,0
ENSG00000029639.10_TFB1M,272.17,267.51,266.94,281,889,564,660.98,572,782.99,715,687.98,891
ENSG00000029725.16_RABEP1,3702.81,4381.55,3631,3303.45,3226.96,3228.4,3158.89,2676.7,4551.47,3428.69,3201.68,3459.7
ENSG00000029993.14_HMGB3,1963,2167,1733,1463,3016,2565,3330,2681,1514,1312,1407,1437
ENSG00000030066.13_NUP160,1738,2196,1751,1654,3411,2469,2874,2639,2955,2371,2386,3245
ENSG00000030110.12_BAK1,1421,1678,1886,1202,2694,1463,1643,1314,2633,2248,1937,2810
ENSG00000030304.12_MUSK,0,0,3,0,2,1,0,1,0,0,0,2
ENSG00000030419.16_IKZF2,160,197,396,402,324,257,284,240,296,259,191,210
ENSG00000030582.16_GRN,13680,18788,19542,9718,12895,9384,10597,7370,7971,7587,7577,7292
ENSG00000031003.10_FAM13B,3701,4570.69,3250,3252,1105,968,1095,898,1060,878,830,966
ENSG00000031081.10_ARHGAP31,2394,3076,2390,1779,1066,957,1341,1101,764,675,676,714
ENSG00000031691.6_CENPQ,210,170,169,184,336,285,219,247,532,384,362,501
ENSG00000031698.12_SARS,6291,7503,8219,6143,6692,5026,5362,4382,6825,6316,5327,6099
ENSG00000031823.14_RANBP3,1556,1887,2704,1712,1928,1525,1950,1527,2002,1914,1742,1683
ENSG00000032219.18_ARID4A,680,912,1065,1112,996,1136,1174,1101,1215,909,922,855
ENSG00000032389.12_TSSC1,536,663,833,532,1614,1041,1052,782,1576,1360,1151,1576
ENSG00000032444.15_PNPLA6,1629,2224,4592,2282,3276,1875,2196,1527,2775,2449,2241,2169
ENSG00000032742.17_IFT88,295,307,272,254,457,477,449,378,820,562,496,546
ENSG00000033011.11_ALG1,909.97,930.86,1251.55,958.13,2485.88,1641.21,1505.38,1368.99,1465.58,1328.47,1539.96,1882.81
ENSG00000033030.13_ZCCHC8,607,795,1126,981,1031,727,1140,878,1139,930,935,1041
ENSG00000033050.7_ABCF2,2957,3625,3771,2838,10149,7166,7943,6624,9203,8439,7961,10381
ENSG00000033100.14_CHPF2,1816,2528,3483,1938,4745,2753,2775,2132,3528,2977,2958,3660
ENSG00000033122.18_LRRC7,1749,2197,3309,3131,2,5,5,7,4,8,1,4
ENSG00000033170.16_FUT8,4106,4832,6110,5424,1038,873,803,701,1167,894,885,1048
ENSG00000033178.12_UBA6,3584,4375,4361,4339,2099,1866,1505,1390,3117,2429,2131,2820
ENSG00000033327.12_GAB2,2327,3293,3701,2765,201,165,149,131,154,112,116,140
ENSG00000033627.14_ATP6V0A1,878,1031,1328,973,2202,1836,2595,2166,1552,1408,1483,1616
ENSG00000033800.13_PIAS1,1667.21,1934.25,3073.15,2886.08,1838.36,1928.78,2368.71,1993.56,2154.32,1825.62,1865.05,1940.77
ENSG00000033867.16_SLC4A7,1639,2066,1203,1218,699,613,694,592,999,731,654,888
ENSG00000034053.14_APBA2,228,284,314,185,804,493,666,490,852,773,627,632
ENSG00000034152.18_MAP2K3,2692,3502,1583,980,2357,1332,1481,1137,2253,2044,1733,2212
ENSG00000034239.10_EFCAB1,1,0,8,1,119,119,153,94,84,54,49,55
ENSG00000034510.5_TMSB10,49242,50285,57283,37150,66881,46259,43218,34887,51626,48162,44873,54542
ENSG00000034533.11_ASTE1,255.52,345.44,238.99,223.73,241.62,238,274.64,256.62,521.17,386.39,326.49,320.28
ENSG00000034677.11_RNF19A,2997,3493,3524.67,3402.44,2901,2492.74,2622.12,2303.87,3097.76,2365.41,2196.3,2803
ENSG00000034693.14_PEX3,583,640,581,567,1560,1247,1148,996,1672,1403,1412,1814
ENSG00000034713.7_GABARAPL2,1939,2011,1633,1444,2039,1322,1435,1070,1904,1521,1297,1702
ENSG00000034971.14_MYOC,9,16,2,1,0,0,0,0,0,0,0,0
ENSG00000035115.21_SH3YL1,400,600,591,583,1048,751,903,785,1269,1021,741,1033
ENSG00000035141.7_FAM136A,2151,2401,3029,2722,2711,2264,2866,2527,2782,2216,2361,2587
ENSG00000035403.16_VCL,28005.86,35136.37,22094.94,17568.74,11233.14,9637.82,11380.55,9612.08,9627.87,8389.78,7722.13,9435.48
ENSG00000035499.12_DEPDC1B,299,395,526,496,969,835,860,809,1315,897,797,1018
ENSG00000035664.11_DAPK2,67,56,91,69,307,194,309,219,125,119,107,129
ENSG00000035681.7_NSMAF,2707,3215,3553,3151,5712,5109,5915,5221,5334,4495,4588,5136
ENSG00000035687.9_ADSS,1993,2244,2167,2111,3600,3248,2970,2686,4399,3384,2698,3478
ENSG00000035720.7_STAP1,0,0,0,0,8,6,0,0,0,0,0,0
ENSG00000035862.12_TIMP2,24952,30639,20513,14277,6814,6173,8774.96,6876,4950,4769,4703,5337
ENSG00000035928.14_RFC1,2271,2724,4158,3822,2339,2172,2531,2177,3080,2393,2307,2567
ENSG00000036054.12_TBC1D23,1703,1880,1759,1821,1716,1524,1580,1276,2950,1932,1610,2067
ENSG00000036257.12_CUL3,2800,3379,3539,3354,2394,2326,2467,2133,2555,2127,2091,2344
ENSG00000036448.9_MYOM2,7,3,5,1,43,31,26,31,10,20,10,10
ENSG00000036473.6_OTC,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000036530.8_CYP46A1,0,1,1,1,2,0,7,3,1,2,2,0
ENSG00000036549.12_ZZZ3,1428,1818,2247,2068,2171,1866,1836,1453,3201,2305,1974,2404
ENSG00000036565.14_SLC18A1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000036672.15_USP2,52,71,83,62,72,47,90,83,33,33,22,35
ENSG00000036828.13_CASR,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000037042.8_TUBG2,555.32,721.93,1117.87,640.07,980.31,712,1342.67,1082.14,694.74,632.78,649.75,680.4
ENSG00000037241.7_RPL26L1,965,892,656,567,2308,1669,1389,1156,2531,2000,1795,2410
ENSG00000037280.15_FLT4,1,0,0,0,0,0,0,0,0,1,1,0
ENSG00000037474.14_NSUN2,2286,2632,2896,2563,7841,6606,7440,6515,6292,5898,5456,6279
ENSG00000037637.10_FBXO42,811,909,1571,1256,1289,913,1031,810,770,646,677,873
ENSG00000037749.11_MFAP3,1496,2002,1278,1155,1417,963,964,809,1477,1084,955,1465
ENSG00000037757.13_MRI1,542,591,782,621,797,522,840,692,742,624,580,666
ENSG00000037897.16_METTL1,524,624,578,420.4,583,478,516,441,610,472,471.92,612
ENSG00000037965.5_HOXC8,133,127,189,148,109,91,167,150,165,123,119,94
ENSG00000038002.8_AGA,770,877,885,749,982,741,653,555,746,520,529,670
ENSG00000038210.12_PI4K2B,969.17,1045.51,1310.37,1486.87,755.07,666.36,599.34,585.55,818.96,447.23,498.08,711.42
ENSG00000038219.12_BOD1L1,2961,3854,4121,3660,3041,2706,2990,2509,2943,2529,2285,2684
ENSG00000038274.16_MAT2B,2282,2558,2741,2624,2814,2183,1995,1733,2740,2088,2028,3039
ENSG00000038295.7_TLL1,1445,1761,2012,1912,125,92,106,90,107,93,114,140
ENSG00000038358.14_EDC4,1379.78,2042.75,2814.29,1499.33,3420.07,2114.33,2969.33,2316.79,3062.66,2638.24,2375.04,2846.83
ENSG00000038382.17_TRIO,9527,12902,14367,11515,7366,5198,6354,5800,4534,3755,3687,4893
ENSG00000038427.15_VCAN,25402,34132,38720,36524,7663,6391,5499,4746,4148,3358,3670,4595
ENSG00000038532.14_CLEC16A,914,1280,1599,1107,1703,1401,1825,1406,1360,1221,1254,1421
ENSG00000038945.14_MSR1,1,2,8,12,0,0,0,1,0,0,0,0
ENSG00000039068.18_CDH1,38,53,91,61,2063,1774,384,384,10135,9621,7667,8352
